Frame,Tempo(s),Flow
0,0.033211111111111115,0.8121740044631763
1,0.06653333333333333,1.116475048946855
2,0.09985555555555556,1.8712320345798195
3,0.13324444444444444,1.4075357311487735
4,0.1665,1.988101209170712
5,0.19983333333333334,1.8831820303998064
6,0.2331666666666667,1.1732631875967592
7,0.2665666666666667,1.4509892482109978
8,0.29981111111111114,0.8356856452163963
9,0.33312222222222226,0.9175263794991616
10,0.3664555555555556,1.624120900582602
11,0.3997777777777778,1.034204707497592
12,0.4331111111111111,2.629626409001066
13,0.46645555555555557,2.6112245234978904
14,0.49975555555555556,2.1367222724034347
15,0.5330777777777778,1.1997010314094212
16,0.5664444444444444,1.199855664430529
17,0.5997888888888889,0.7639280615874369
18,0.6330666666666667,1.4725336898795354
19,0.6664666666666667,3.635728464172779
20,0.6996888888888889,1.138672911539654
21,0.7330111111111112,3.3538668516813956
22,0.7663888888888889,1.0035794054699785
23,0.7996666666666667,2.8489946392740477
24,0.8330111111111111,2.7662610500948897
25,0.8663333333333334,1.385592332771033
26,0.8997333333333334,6.269270361623676
27,0.9329777777777778,1.0410400718991761
28,0.966288888888889,1.7304190746741197
29,0.9997555555555556,0.9284828229585405
30,1.033088888888889,1.2853790344724703
31,1.0662888888888888,5.183462369987078
32,1.1000333333333336,3.485960148670872
33,1.1329111111111112,3.614208599972864
34,1.1662555555555556,1.3555465077427629
35,1.199588888888889,1.9563419509912863
36,1.2329,1.308498827193062
37,1.2662555555555557,1.6276021908878693
38,1.299588888888889,1.2889403441391807
39,1.3329,2.23452708995135
40,1.366188888888889,1.1865244945624358
41,1.3995222222222223,0.6848881553781835
42,1.4328666666666667,2.439188244520786
43,1.466188888888889,3.2091776951633326
44,1.4994888888888889,2.5009283115445675
45,1.5328111111111111,1.8404258838930863
46,1.5662555555555557,1.451939256996141
47,1.599488888888889,1.7876784966106052
48,1.6328111111111112,1.598434198778235
49,1.6661444444444444,2.038277078881824
50,1.6994555555555557,0.8661447382355764
51,1.7327666666666668,1.7004671929088526
52,1.7661333333333333,2.008769956130825
53,1.799477777777778,1.4120357567619093
54,1.8327666666666667,1.9800514588683
55,1.8660666666666668,1.0208571692206423
56,1.8995666666666668,1.9649623554007618
57,1.9327222222222222,2.2625844604061385
58,1.9660555555555557,0.868789838492738
59,1.9993888888888889,0.667740145770782
60,2.0327,1.232145630791062
61,2.066022222222222,1.2943872966370145
62,2.0994111111111113,1.2787215836633137
63,2.1326666666666667,1.1658006243831252
64,2.165988888888889,0.9246126856761158
65,2.199311111111111,1.4788250481407859
66,2.2326333333333332,1.3500483608059513
67,2.2659555555555557,1.0327671070534998
68,2.2993,1.004764134981177
69,2.3326111111111114,1.14630379382411
70,2.3659444444444446,1.933172232065374
71,2.3992666666666667,0.5902726005240597
72,2.4326000000000003,1.5364821037922942
73,2.4659333333333335,2.121423900058835
74,2.4992444444444444,3.5548893725339537
75,2.532566666666667,0.8772262151852128
76,2.565888888888889,2.717906886924634
77,2.5992111111111114,1.280270879937015
78,2.6325555555555558,0.6273103256664987
79,2.6659,0.8284616068894417
80,2.6992000000000003,0.5747052022707869
81,2.7325222222222223,0.6303044751402131
82,2.7658333333333336,1.2479813091621212
83,2.799166666666667,0.9164549030073761
84,2.8325,2.3880208618072083
85,2.8658222222222225,3.613893388363118
86,2.899166666666667,2.164694295186198
87,2.9324777777777777,1.4467483152548515
88,2.9658,2.181734420525475
89,2.9991222222222222,1.2776805302029304
90,3.0324444444444447,1.1759352120976887
91,3.0657666666666668,1.516919524599001
92,3.0990888888888892,2.3381922255384193
93,3.1324111111111113,1.4001927125026972
94,3.1657444444444445,2.0447861587771254
95,3.1990555555555558,1.8823668347460427
96,3.232388888888889,0.8787718616695933
97,3.265722222222222,1.4442663382232592
98,3.299055555555556,0.9171304684507181
99,3.3323666666666667,0.7577381191921573
100,3.365688888888889,0.5649163395557014
101,3.3990222222222224,1.5465154007035269
102,3.4323333333333337,0.7783687985233312
103,3.4656555555555557,1.1729779735668788
104,3.4990111111111113,0.51946258292522
105,3.5323444444444445,0.8749329467593203
106,3.5656333333333334,1.4371245456177788
107,3.598977777777778,3.3654603578456688
108,3.632277777777778,4.613505219303356
109,3.665611111111111,3.80730342788675
110,3.698944444444445,2.4785457873115866
111,3.732266666666667,11.503429702273445
112,3.765588888888889,13.990646866780088
113,3.7989111111111113,8.487157245276066
114,3.8322444444444446,4.1483066471778445
115,3.865566666666667,0.9356223803328728
116,3.898888888888889,3.190259539151313
117,3.932211111111111,4.996441642676927
118,3.9655333333333336,5.179146446438558
119,3.998866666666667,2.5730230130769236
120,4.0322000000000005,4.187554080151117
121,4.0655222222222225,8.754950791993155
122,4.0988444444444445,7.210218492676276
123,4.132155555555555,2.170884990812135
124,4.1654888888888895,3.1954406217752043
125,4.198977777777778,5.81937720734019
126,4.232144444444445,3.360205202302653
127,4.265466666666667,6.274326944467377
128,4.2988,4.780761541778616
129,4.332111111111112,2.6104786628184513
130,4.365433333333334,2.300806847567338
131,4.398755555555556,4.042941430118851
132,4.432077777777778,4.459425905390879
133,4.465411111111111,2.654122232229959
134,4.498777777777778,13.565786553794297
135,4.532055555555556,7.0613896748240865
136,4.5655222222222225,3.630745733654776
137,4.598755555555555,3.9317011335513308
138,4.632044444444444,1.4681327759712153
139,4.665355555555556,1.7643499380530512
140,4.698688888888889,1.9218047549411206
141,4.732,0.837730122901648
142,4.765322222222222,1.5735609367232997
143,4.798766666666667,1.8632134928696404
144,4.8319888888888896,2.0875678558716486
145,4.8653,1.3035968703400747
146,4.898622222222222,1.3390189968196529
147,4.9319444444444445,0.5334719747255157
148,4.965288888888889,1.1919177987442948
149,4.998611111111112,1.5249647635373198
150,5.031933333333334,1.078141614223329
151,5.065311111111112,1.032175130806845
152,5.098766666666667,0.866103707526271
153,5.1319,1.142112917379372
154,5.165222222222223,0.5094943859614387
155,5.198544444444445,1.565060646277807
156,5.231877777777778,1.8659081206743697
157,5.2652,3.3523643548252866
158,5.298533333333333,1.2436283358589226
159,5.3318666666666665,1.1162765389145206
160,5.365177777777778,2.896796610645393
161,5.3985111111111115,3.3231553780846714
162,5.4318333333333335,1.4795594653161117
163,5.4651555555555555,1.3818835131789413
164,5.498488888888889,1.8028033359803242
165,5.5318000000000005,0.798527145108273
166,5.565155555555556,2.8628269424053836
167,5.598466666666667,1.983463513387737
168,5.631788888888889,1.7600132670272197
169,5.665233333333334,0.5399238675803308
170,5.6985,0.6375183495319968
171,5.731755555555557,2.219298653382826
172,5.765077777777778,1.1462709165879776
173,5.798411111111111,0.8175192719865438
174,5.831722222222223,2.206553590635339
175,5.865055555555556,1.819049683493801
176,5.898377777777778,1.4220940673810987
177,5.931722222222223,0.9458259761307194
178,5.965033333333333,1.2603984425381685
179,5.998344444444445,0.9020914413903312
180,6.0316888888888895,1.2982083468558394
181,6.065,1.1344884593196198
182,6.098355555555556,1.3103943956439215
183,6.131722222222223,2.856200960813308
184,6.164988888888889,0.8754219490996136
185,6.198311111111112,1.0831474925988072
186,6.231633333333334,1.6110781838120893
187,6.264988888888889,1.085025418884366
188,6.2983,2.380248031608935
189,6.3316333333333334,1.1655054631876334
190,6.364977777777778,0.770666653808265
191,6.398266666666667,1.672560106155275
192,6.4316,2.2266258266205434
193,6.464977777777778,0.884440921433714
194,6.4982444444444445,1.625253921240052
195,6.531655555555556,0.9545733398207011
196,6.5649444444444445,1.005474282264151
197,6.598255555555556,0.7554558726855142
198,6.631544444444445,0.9966840467040972
199,6.6649,1.300231484318132
200,6.69818888888889,0.8086881751086353
201,6.731533333333334,1.3956917972730554
202,6.764855555555556,2.125354256486644
203,6.798155555555556,8.575079632172608
204,6.831555555555556,3.912327709282341
205,6.864822222222222,6.095492220249437
206,6.898133333333334,4.79501444687068
207,6.931555555555556,2.383176541928856
208,6.964888888888889,1.3686551992482006
209,6.998155555555556,3.1372890248105825
210,7.031466666666667,2.415014241816955
211,7.064744444444445,2.0437745539957577
212,7.098111111111112,2.905162633382841
213,7.131544444444445,2.23649112532857
214,7.164744444444445,1.1746918048623374
215,7.198044444444445,1.639913794136166
216,7.231444444444445,1.8555831850421913
217,7.2647,1.1242368880550482
218,7.298033333333334,0.6792125110932591
219,7.331366666666667,1.0111417801822986
220,7.364688888888889,0.46852567578555926
221,7.398011111111112,2.3377084098705176
222,7.431322222222223,1.2440804250607898
223,7.464788888888889,0.9787483527996057
224,7.497977777777778,2.313764299850914
225,7.531322222222222,5.392576467861715
226,7.564633333333334,1.7609778748572102
227,7.597966666666667,1.909808202982528
228,7.631322222222223,2.5619940120184794
229,7.664588888888889,1.1724444617098098
230,7.697911111111112,0.7061648767032924
231,7.731244444444445,0.996792780225555
232,7.764577777777778,1.8879446366618469
233,7.7979111111111115,1.7337157089926498
234,7.8312333333333335,1.1221623040886315
235,7.8647,0.5477434435841628
236,7.897877777777778,0.5359650857100765
237,7.9312000000000005,0.5276456523199409
238,7.9645222222222225,0.9528367703471312
239,7.9978444444444445,1.1423340829515574
240,8.031166666666667,1.6734319023307958
241,8.064511111111111,2.6338665582595264
242,8.097855555555556,0.525436104125046
243,8.131144444444445,1.3302894452299936
244,8.164477777777778,1.5301788255977407
245,8.197811111111111,1.2436121603196233
246,8.231122222222222,0.8436527489658722
247,8.26458888888889,1.0517441662505127
248,8.297777777777778,0.6577000549970462
249,8.331100000000001,0.5633046958746839
250,8.364433333333334,0.9988854836744794
251,8.397755555555555,1.9624025789998472
252,8.431077777777778,1.9825875346878545
253,8.464400000000001,1.84364791107394
254,8.497711111111112,1.5247225309441665
255,8.531044444444445,0.9426324133770518
256,8.564366666666666,0.7625754077210322
257,8.5977,0.9511958885042783
258,8.631022222222223,1.2925758003618568
259,8.664344444444446,1.2315596059189264
260,8.697677777777779,0.9217756578113118
261,8.731,1.4614184078709693
262,8.764322222222223,0.9497648881834245
263,8.797633333333334,0.8479221540303904
264,8.830966666666667,0.7296750980321405
265,8.86428888888889,0.468177410315069
266,8.897611111111111,0.6072482137292885
267,8.930944444444444,0.9220127692066781
268,8.964266666666667,0.6346109494623823
269,8.9976,0.997438613299534
270,9.030922222222223,0.3292604300708752
271,9.064244444444444,1.1282366900795369
272,9.097555555555555,8.831449452466282
273,9.13088888888889,3.155307117654327
274,9.164333333333333,5.244514453162948
275,9.197544444444445,3.651358928208549
276,9.230855555555555,20.027993430356776
277,9.264177777777778,2.836936443379924
278,9.297522222222222,3.6550338278116508
279,9.330855555555557,2.1116077416399865
280,9.364166666666668,1.9648640532514443
281,9.397488888888889,1.2269639278685889
282,9.430811111111112,1.2957420761654168
283,9.464133333333335,3.46266998466424
284,9.497477777777778,1.7583052529421381
285,9.530788888888889,1.134999417645908
286,9.564122222222222,0.9032319727215606
287,9.597433333333333,1.074611966494632
288,9.630777777777778,1.553328256846564
289,9.664077777777779,1.1543330099885716
290,9.697422222222222,1.39585095542744
291,9.730722222222223,1.8437625304034342
292,9.764066666666666,1.6867734132877594
293,9.7974,1.9045374487977662
294,9.830711111111112,2.7808684358694236
295,9.864033333333333,1.9896755334764809
296,9.897355555555556,0.8071955358946348
297,9.93068888888889,2.457180263561066
298,9.964022222222223,1.2277206320946008
299,9.997333333333334,1.3138856521094977
300,10.03068888888889,1.3842738672429264
301,10.06398888888889,1.716599707079774
302,10.097411111111112,0.7496151358168589
303,10.130633333333334,1.5307405875052615
304,10.16398888888889,2.048957981130563
305,10.197311111111112,0.7712613970919909
306,10.230633333333333,1.4316728781135142
307,10.263933333333334,0.8301946651759113
308,10.297255555555555,1.5073050561758705
309,10.33058888888889,1.1815971843100088
310,10.363922222222223,0.8888431601475879
311,10.397233333333334,1.238682870745652
312,10.430555555555555,0.5127394851784455
313,10.4639,1.272447891420642
314,10.497200000000001,0.7557836796655334
315,10.530522222222222,2.4375728574643705
316,10.563844444444445,4.1503967515930436
317,10.597188888888889,3.852130544798886
318,10.630511111111112,1.7852476140758455
319,10.663844444444445,2.0002111412576946
320,10.697155555555556,1.308613559960007
321,10.730488888888889,1.3480320620793815
322,10.763811111111112,1.2631399795170737
323,10.797233333333335,1.570927447610184
324,10.830455555555556,0.9227095718288532
325,10.863811111111112,0.9727949280240086
326,10.8971,1.3766998176610388
327,10.930422222222223,0.9065659255216293
328,10.963755555555556,1.1436095178409873
329,10.997066666666667,1.5318843505509592
330,11.0304,0.7630054297409485
331,11.063722222222223,0.5888438816871068
332,11.097055555555556,1.2460078842340665
333,11.13038888888889,0.585244423652451
334,11.163711111111112,0.784535144725132
335,11.197022222222223,0.8751512699245219
336,11.230355555555557,0.852836335148409
337,11.263677777777778,0.9705603829295822
338,11.297011111111111,0.6676342708387158
339,11.330355555555556,0.8006878360495081
340,11.363655555555557,1.3464450104658052
341,11.397,1.9957571993742487
342,11.430333333333333,0.9369535867931592
343,11.463622222222222,1.658166621059892
344,11.496955555555557,1.4388857064047729
345,11.5303,0.42571633330264724
346,11.563611111111111,0.5680725890150876
347,11.596955555555557,1.754907576325041
348,11.630255555555555,2.6894427267499967
349,11.663577777777778,0.6021672916640634
350,11.696900000000001,0.6869276031133372
351,11.730222222222222,1.0219397895094688
352,11.763555555555556,1.5742099528283755
353,11.796911111111111,0.43580772017133923
354,11.830211111111112,1.2014834288100753
355,11.863544444444445,1.3669227265004356
356,11.896855555555556,1.5231159992824936
357,11.930222222222223,3.1262312075124297
358,11.963511111111114,1.09838831521804
359,11.996855555555555,1.4252420818244713
360,12.030155555555556,1.0288106533874455
361,12.063466666666667,0.7228641563408055
362,12.0968,0.403475855929973
363,12.130155555555556,0.7761405426846425
364,12.163544444444446,2.014648767741469
365,12.196800000000001,2.559958681633121
366,12.23008888888889,1.7034375214581892
367,12.263444444444445,0.9782761566407765
368,12.296800000000001,2.498391628814157
369,12.330166666666667,2.609025560121346
370,12.363677777777779,3.7052650088308563
371,12.396711111111111,2.2929336265805214
372,12.430066666666667,1.6969589042718007
373,12.4634,3.010274176501916
374,12.49671111111111,0.5941121066515256
375,12.530044444444446,0.7873353220936621
376,12.563400000000001,1.009543229490148
377,12.596666666666668,2.3723097152909753
378,12.629988888888889,0.5021811941839264
379,12.663366666666667,0.8982591250769962
380,12.696655555555557,1.863986286307802
381,12.73,0.6415539354235907
382,12.763477777777778,1.2137894083340213
383,12.796755555555556,1.9826572727981768
384,12.829977777777778,1.540187823385788
385,12.863322222222223,1.4626523020878026
386,12.896955555555556,1.484676890121586
387,12.929922222222222,3.6725252236592705
388,12.963255555555556,3.732300324789545
389,12.9966,0.7688045500186644
390,13.029900000000001,2.172179077092342
391,13.063222222222223,1.3548906768188984
392,13.096544444444445,2.4469146830050383
393,13.129866666666667,1.4201021762883912
394,13.163211111111112,2.912655501865831
395,13.196522222222223,2.1923111341174004
396,13.229844444444446,4.549931368906592
397,13.263177777777779,4.382596683198571
398,13.29648888888889,0.7018689002335898
399,13.329811111111113,4.997239259024347
400,13.363155555555556,3.5057699086222627
401,13.39648888888889,1.0013868132056651
402,13.42978888888889,1.0922343833042094
403,13.463122222222223,1.8688839316887367
404,13.496455555555556,1.9146574541055197
405,13.52977777777778,1.3141012545915287
406,13.56308888888889,2.2745332845746007
407,13.596433333333334,1.4548289317994916
408,13.629755555555557,1.0019884660842158
409,13.663066666666667,5.3091575672058955
410,13.69638888888889,1.5453741415769948
411,13.729733333333334,1.4414483626172176
412,13.763066666666667,1.252293885840678
413,13.79648888888889,1.6264776717098892
414,13.8297,1.7964145683814459
415,13.863022222222224,1.7159756704874285
